organ, anatomical structure, cell_type, x, y, z
VH_M_Skin,VH_M_skin,T-helper,-0.212939,-0.427896,-0.0417552
VH_M_Skin,VH_M_skin,T-helper,-0.00342594,0.71972,0.112327
VH_M_Skin,VH_M_skin,T-helper,-0.0520366,0.89317,0.00698023
VH_M_Skin,VH_M_skin,T-helper,0.115064,-0.334524,-0.0681216
VH_M_Skin,VH_M_skin,T-helper,-0.165218,0.600966,0.0345954
VH_M_Skin,VH_M_skin,T-helper,0.0050276,-0.0243288,-0.108745
VH_M_Skin,VH_M_skin,T-helper,-0.120517,-0.382744,-0.0685708
VH_M_Skin,VH_M_skin,T-helper,-0.437805,-0.00208919,0.0240532
VH_M_Skin,VH_M_skin,T-helper,-0.177243,0.416756,0.00611582
VH_M_Skin,VH_M_skin,T-helper,-0.227452,-0.146067,0.00325179
VH_M_Skin,VH_M_skin,T-helper,-0.229733,-0.857893,0.00236482
VH_M_Skin,VH_M_skin,T-helper,-0.183246,-0.721917,-0.0462742
VH_M_Skin,VH_M_skin,T-helper,-0.0201035,0.123601,-0.116918
VH_M_Skin,VH_M_skin,T-helper,0.0964416,0.0683521,-0.140437
VH_M_Skin,VH_M_skin,T-helper,0.189182,-0.881525,0.0445962
VH_M_Skin,VH_M_skin,T-helper,0.00763208,0.752699,0.118788
VH_M_Skin,VH_M_skin,T-helper,-0.155381,0.472414,-0.140032
VH_M_Skin,VH_M_skin,T-helper,0.0543467,-0.02691,-0.140176
VH_M_Skin,VH_M_skin,T-helper,0.0190643,0.389765,-0.131089
VH_M_Skin,VH_M_skin,T-helper,-0.169402,-0.475349,0.0238971
VH_M_Skin,VH_M_skin,T-helper,-0.204005,-0.454495,-0.00316629
VH_M_Skin,VH_M_skin,T-helper,0.401716,0.137185,-0.0242746
VH_M_Skin,VH_M_skin,T-helper,0.100904,0.106735,0.115034
VH_M_Skin,VH_M_skin,T-helper,0.450102,0.0985022,0.0288261
VH_M_Skin,VH_M_skin,T-helper,0.0788176,0.352316,-0.127389
VH_M_Skin,VH_M_skin,T-helper,-0.165423,-0.882055,-0.12875
VH_M_Skin,VH_M_skin,T-helper,0.15804,0.205971,0.0364981
VH_M_Skin,VH_M_skin,T-helper,-0.0799567,-0.0662412,0.100906
VH_M_Skin,VH_M_skin,T-helper,-0.240386,0.388069,0.0469001
VH_M_Skin,VH_M_skin,T-helper,0.208928,-0.317248,0.0424638
VH_M_Skin,VH_M_skin,T-helper,-0.0349477,-0.0673404,-0.0884467
VH_M_Skin,VH_M_skin,T-helper,0.16951,0.409474,-0.0890601
VH_M_Skin,VH_M_skin,T-helper,0.392942,0.167978,-0.00132687
VH_M_Skin,VH_M_skin,T-helper,-0.132276,-0.65363,-0.0725569
VH_M_Skin,VH_M_skin,T-helper,-0.0562507,0.728454,-0.0493055
VH_M_Skin,VH_M_skin,T-helper,-0.278095,0.424671,-0.0622646
VH_M_Skin,VH_M_skin,T-helper,0.437498,-0.00540038,0.0101614
VH_M_Skin,VH_M_skin,T-helper,-0.0637888,0.59809,-0.112371
VH_M_Skin,VH_M_skin,T-helper,0.0499648,0.802308,-0.0761164
VH_M_Skin,VH_M_skin,T-helper,0.189874,-0.722347,-0.135244
VH_M_Skin,VH_M_skin,T-helper,0.230494,-0.692118,-0.0808001
VH_M_Skin,VH_M_skin,T-helper,-0.0866621,0.600274,0.0507525
VH_M_Skin,VH_M_skin,T-helper,0.205892,-0.465332,-0.00945067
VH_M_Skin,VH_M_skin,T-helper,-0.211476,-0.443479,-0.0797596
VH_M_Skin,VH_M_skin,T-helper,0.0700531,0.210771,-0.0979652
VH_M_Skin,VH_M_skin,T-helper,-0.261925,0.398997,-0.0855034
VH_M_Skin,VH_M_skin,T-helper,-0.178912,-0.214808,-0.0798838
VH_M_Skin,VH_M_skin,T-helper,-0.232121,-0.738463,-0.0833876
VH_M_Skin,VH_M_skin,T-helper,-0.0486474,0.765924,0.0949883
VH_M_Skin,VH_M_skin,T-helper,0.197557,-0.614783,-0.0167355
VH_M_Skin,VH_M_skin,T-helper,-0.0905915,0.241278,0.13246
VH_M_Skin,VH_M_skin,T-helper,-0.00394261,0.907624,-0.0381187
VH_M_Skin,VH_M_skin,T-helper,-0.014027,-0.0771845,-0.00172672
VH_M_Skin,VH_M_skin,T-helper,0.166639,-0.584946,-0.146144
VH_M_Skin,VH_M_skin,T-helper,-0.107938,-0.491145,-0.0162735
VH_M_Skin,VH_M_skin,T-helper,-0.0816108,0.223503,-0.0961584
VH_M_Skin,VH_M_skin,T-helper,0.255891,0.480914,-0.0457428
VH_M_Skin,VH_M_skin,T-helper,0.237087,0.278238,-0.0336772
VH_M_Skin,VH_M_skin,T-helper,0.141534,0.237168,-0.0542397
VH_M_Skin,VH_M_skin,T-helper,-0.156542,-0.830172,-0.107855
VH_M_Skin,VH_M_skin,T-helper,0.0320935,0.907285,-0.0152013
VH_M_Skin,VH_M_skin,T-helper,-0.360365,0.177194,0.0172667
VH_M_Skin,VH_M_skin,T-helper,0.160682,-0.858079,-0.141839
VH_M_Skin,VH_M_skin,T-helper,-0.172077,-0.113381,-0.0929874
VH_M_Skin,VH_M_skin,T-helper,-0.197094,-0.500977,-0.118382
VH_M_Skin,VH_M_skin,T-helper,0.0796324,-0.340456,0.0236468
VH_M_Skin,VH_M_skin,T-helper,0.0613457,0.760397,0.0807431
VH_M_Skin,VH_M_skin,T-helper,0.332771,0.269558,-0.0402486
VH_M_Skin,VH_M_skin,T-helper,0.0714325,-0.302544,-0.0346376
VH_M_Skin,VH_M_skin,T-helper,0.0337299,0.587523,0.0698201
VH_M_Skin,VH_M_skin,T-helper,-0.169954,-0.594851,-0.0126751
VH_M_Skin,VH_M_skin,T-helper,0.224631,-0.119431,-0.03592
VH_M_Skin,VH_M_skin,T-helper,0.215488,-0.311174,0.029473
VH_M_Skin,VH_M_skin,T-helper,0.215416,0.587124,-0.0618245
VH_M_Skin,VH_M_skin,T-helper,-0.269436,0.277208,-0.0633187
VH_M_Skin,VH_M_skin,T-helper,0.33188,0.20689,-0.0561812
VH_M_Skin,VH_M_skin,T-helper,-0.0738243,0.569845,0.0724652
VH_M_Skin,VH_M_skin,T-helper,0.030825,-0.0845063,0.0767288
VH_M_Skin,VH_M_skin,T-helper,0.205836,-0.89551,-0.124597
VH_M_Skin,VH_M_skin,T-helper,0.220856,-0.738444,-0.116724
VH_M_Skin,VH_M_skin,T-helper,-0.0760968,-0.238056,0.0605769
VH_M_Skin,VH_M_skin,T-helper,-0.0376551,0.664545,0.0373216
VH_M_Skin,VH_M_skin,T-helper,-0.00847082,0.914219,-0.00199068
VH_M_Skin,VH_M_skin,T-helper,-0.147758,0.231027,0.0671779
VH_M_Skin,VH_M_skin,T-helper,0.198802,-0.399206,0.0313932
VH_M_Skin,VH_M_skin,T-helper,0.191012,-0.847075,-0.0145434
VH_M_Skin,VH_M_skin,T-helper,-0.172928,0.00924291,-0.0703748
VH_M_Skin,VH_M_skin,T-helper,0.174356,0.438888,-0.099226
VH_M_Skin,VH_M_skin,T-helper,-0.339084,0.135185,-0.0172053
VH_M_Skin,VH_M_skin,T-helper,0.0202446,0.688084,0.0693332
VH_M_Skin,VH_M_skin,T-helper,0.0240213,0.807744,0.0976194
VH_M_Skin,VH_M_skin,T-helper,0.202087,-0.648051,-0.0263736
VH_M_Skin,VH_M_skin,T-helper,-0.046467,0.33843,0.144113
VH_M_Skin,VH_M_skin,T-helper,0.0879363,-0.317826,0.0500715
VH_M_Skin,VH_M_skin,T-helper,-0.109713,-0.453632,-0.10032
VH_M_Skin,VH_M_skin,T-helper,-0.064947,0.230535,0.143433
VH_M_Skin,VH_M_skin,T-helper,-0.063272,0.105871,-0.12792
VH_M_Skin,VH_M_skin,T-helper,0.0787029,-0.398877,-0.0465466
VH_M_Skin,VH_M_skin,T-helper,-0.204263,-0.586338,-0.1309
VH_M_Skin,VH_M_skin,T-helper,0.115593,0.283068,-0.0961703
VH_M_Skin,VH_M_skin,T-helper,-0.154103,-0.354824,-0.0712205
VH_M_Skin,VH_M_skin,T-helper,-0.158883,0.36072,0.0763942
VH_M_Skin,VH_M_skin,T-helper,0.0721509,-0.325059,-0.0301122
VH_M_Skin,VH_M_skin,T-helper,0.129516,-0.285143,0.0848292
VH_M_Skin,VH_M_skin,T-helper,0.199217,-0.46545,0.00392757
VH_M_Skin,VH_M_skin,T-helper,-0.133801,-0.140756,0.110332
VH_M_Skin,VH_M_skin,T-helper,0.16401,0.0593944,-0.0670398
VH_M_Skin,VH_M_skin,T-helper,0.10871,-0.592923,-0.123895
VH_M_Skin,VH_M_skin,T-helper,0.17693,-0.211486,-0.0839804
VH_M_Skin,VH_M_skin,T-helper,-0.271287,0.43892,-0.000316335
VH_M_Skin,VH_M_skin,T-helper,0.471023,0.0405729,-0.0027827
VH_M_Skin,VH_M_skin,T-helper,-0.0912331,0.303867,0.132371
VH_M_Skin,VH_M_skin,T-helper,0.0383776,0.811617,-0.0829889
VH_M_Skin,VH_M_skin,T-helper,-0.0367342,0.323273,0.145194
VH_M_Skin,VH_M_skin,T-helper,-0.00672528,0.893719,-0.0609433
VH_M_Skin,VH_M_skin,T-helper,0.187552,0.400518,-0.0572102
VH_M_Skin,VH_M_skin,T-helper,0.453792,0.0249934,0.0225853
VH_M_Skin,VH_M_skin,T-helper,0.184118,0.415019,-0.0570138
VH_M_Skin,VH_M_skin,T-helper,0.173212,-0.0283693,-0.0844489
VH_M_Skin,VH_M_skin,T-helper,-0.0150867,0.299327,-0.119224
VH_M_Skin,VH_M_skin,T-helper,-0.280696,0.243273,0.0130252
VH_M_Skin,VH_M_skin,T-helper,-0.177598,0.0353168,0.0716053
VH_M_Skin,VH_M_skin,T-helper,0.134373,0.511636,-0.148333
VH_M_Skin,VH_M_skin,T-helper,0.164234,0.102333,-0.0144071
VH_M_Skin,VH_M_skin,T-helper,0.223129,-0.893991,-0.106256
VH_M_Skin,VH_M_skin,T-helper,0.128006,-0.599094,-0.134734
VH_M_Skin,VH_M_skin,T-helper,-0.0567551,0.754147,-0.0539361
VH_M_Skin,VH_M_skin,T-helper,-0.189793,-0.893743,0.070978
VH_M_Skin,VH_M_skin,T-helper,-0.136968,-0.449073,-0.113188
VH_M_Skin,VH_M_skin,T-helper,-0.0655838,-0.0860454,0.0922273
VH_M_Skin,VH_M_skin,T-helper,0.0654599,0.764601,-0.0350585
VH_M_Skin,VH_M_skin,T-helper,0.0625278,-0.285686,0.018609
VH_M_Skin,VH_M_skin,T-helper,-0.0302892,-0.155886,0.0263741
VH_M_Skin,VH_M_skin,T-helper,-0.184002,0.42303,-0.0677895
VH_M_Skin,VH_M_skin,T-helper,-0.27947,0.410142,-0.0693451
VH_M_Skin,VH_M_skin,T-helper,-0.512072,0.0788231,0.0497987
VH_M_Skin,VH_M_skin,T-helper,-0.0737082,0.761941,0.0406271
VH_M_Skin,VH_M_skin,T-helper,-0.0657301,0.864966,-0.0296049
VH_M_Skin,VH_M_skin,T-helper,0.0959216,-0.491429,-0.0970794
VH_M_Skin,VH_M_skin,T-helper,0.124854,0.22036,0.104987
VH_M_Skin,VH_M_skin,T-helper,-0.247249,-0.834775,-0.0736472
VH_M_Skin,VH_M_skin,T-helper,-0.439492,0.0788504,0.0241662
VH_M_Skin,VH_M_skin,T-helper,-0.219581,-0.529359,-0.0223135
VH_M_Skin,VH_M_skin,T-helper,-0.160802,0.353423,0.0704223
VH_M_Skin,VH_M_skin,T-helper,0.151747,0.346849,-0.0915045
VH_M_Skin,VH_M_skin,T-helper,0.203009,-0.140143,-0.0714327
VH_M_Skin,VH_M_skin,T-helper,0.21197,0.364215,0.022619
VH_M_Skin,VH_M_skin,T-helper,0.121918,0.497086,-0.150727
VH_M_Skin,VH_M_skin,T-helper,0.218896,-0.894578,-0.0906772
VH_M_Skin,VH_M_skin,T-helper,-0.185131,-0.628414,-0.140298
VH_M_Skin,VH_M_skin,T-helper,-0.221985,-0.676282,-0.0463474
VH_M_Skin,VH_M_skin,T-helper,0.293327,0.20661,-0.0425524
VH_M_Skin,VH_M_skin,T-helper,0.510367,-0.00670523,0.037735
VH_M_Skin,VH_M_skin,T-helper,-0.308204,0.295666,-0.0528571
VH_M_Skin,VH_M_skin,T-helper,-0.0105282,-0.0755414,0.0499674
VH_M_Skin,VH_M_skin,T-helper,-0.108978,-0.536734,-0.0323928
VH_M_Skin,VH_M_skin,T-helper,0.0628645,-0.264459,0.0387228
VH_M_Skin,VH_M_skin,T-helper,-0.199355,0.37014,-0.00593289
VH_M_Skin,VH_M_skin,T-helper,-0.089843,-0.510879,-0.0575313
VH_M_Skin,VH_M_skin,T-helper,-0.0646234,0.716422,-0.0274658
VH_M_Skin,VH_M_skin,T-helper,0.188804,-0.674075,-0.0334086
VH_M_Skin,VH_M_skin,T-helper,0.19323,-0.194343,-0.0753751
VH_M_Skin,VH_M_skin,T-helper,-0.264347,0.226903,-0.029244
VH_M_Skin,VH_M_skin,T-helper,-0.203459,0.592185,-0.0753843
VH_M_Skin,VH_M_skin,T-helper,0.196893,-0.0348897,-0.0531559
VH_M_Skin,VH_M_skin,T-helper,-0.0634765,0.705512,-0.0321471
VH_M_Skin,VH_M_skin,T-helper,0.160693,0.177418,0.0303073
VH_M_Skin,VH_M_skin,T-helper,-0.0886353,-0.478173,-0.0487976
VH_M_Skin,VH_M_skin,T-helper,0.160017,-0.623231,-0.141862
VH_M_Skin,VH_M_skin,T-helper,-0.376263,0.18195,0.0130147
VH_M_Skin,VH_M_skin,T-helper,-0.130165,-0.340726,0.0755284
VH_M_Skin,VH_M_skin,T-helper,0.118793,0.598394,0.0486163
VH_M_Skin,VH_M_skin,T-helper,0.216016,-0.808209,-0.0397618
VH_M_Skin,VH_M_skin,T-helper,-0.227574,-0.151204,0.0113384
VH_M_Skin,VH_M_skin,T-helper,-0.395456,0.132494,-0.0295646
VH_M_Skin,VH_M_skin,T-helper,-0.123277,-0.543453,-0.0184709
VH_M_Skin,VH_M_skin,T-helper,0.282179,0.289978,0.0233149
VH_M_Skin,VH_M_skin,T-helper,-0.108332,-0.402762,-0.0725258
VH_M_Skin,VH_M_skin,T-helper,-0.158426,0.190596,-0.0170567
VH_M_Skin,VH_M_skin,T-helper,-0.371499,0.158348,0.0176218
VH_M_Skin,VH_M_skin,T-helper,-0.214474,-0.223136,0.0564507
VH_M_Skin,VH_M_skin,T-helper,0.31603,0.160085,-0.0123718
VH_M_Skin,VH_M_skin,T-helper,-0.0390451,0.551008,-0.126942
VH_M_Skin,VH_M_skin,T-helper,0.0762303,0.426156,0.142286
VH_M_Skin,VH_M_skin,T-helper,0.272061,0.354412,-0.0706157
VH_M_Skin,VH_M_skin,T-helper,0.191277,-0.0349599,-0.0622538
VH_M_Skin,VH_M_skin,T-helper,0.2176,-0.731463,-0.119188
VH_M_Skin,VH_M_skin,T-helper,-0.157477,-0.33044,-0.0707762
VH_M_Skin,VH_M_skin,T-helper,-0.152743,0.37128,-0.107277
VH_M_Skin,VH_M_skin,T-helper,-0.258598,0.236148,-0.00708636
VH_M_Skin,VH_M_skin,T-helper,-0.122435,0.626931,0.00862297
VH_M_Skin,VH_M_skin,T-helper,-0.200997,-0.0434211,-0.0442213
VH_M_Skin,VH_M_skin,T-helper,0.407772,0.136393,-0.0170943
VH_M_Skin,VH_M_skin,T-helper,-0.12196,0.292931,-0.0966878
VH_M_Skin,VH_M_skin,T-helper,-0.19967,-0.060771,-0.0614351
VH_M_Skin,VH_M_skin,T-helper,-0.200462,-0.797071,-0.141567
VH_M_Skin,VH_M_skin,T-helper,0.258308,-0.881602,0.0227222
VH_M_Skin,VH_M_skin,T-helper,0.132546,-0.224166,-0.090423
VH_M_Skin,VH_M_skin,T-helper,-0.0598959,-0.209211,-0.0678324
VH_M_Skin,VH_M_skin,T-helper,-0.187696,0.604933,0.0207837
VH_M_Skin,VH_M_skin,T-helper,0.45533,-0.0498835,0.0440567
VH_M_Skin,VH_M_skin,T-helper,-0.244842,-0.815788,-0.111179
VH_M_Skin,VH_M_skin,T-helper,0.162926,-0.729802,-0.0732767
VH_M_Skin,VH_M_skin,T-helper,-0.15777,0.283567,-0.0302609
VH_M_Skin,VH_M_skin,T-helper,-0.448989,0.0338382,0.02178
VH_M_Skin,VH_M_skin,T-helper,-0.147937,-0.699886,-0.0908166
VH_M_Skin,VH_M_skin,T-helper,0.0553997,0.850503,-0.0596614
VH_M_Skin,VH_M_skin,T-helper,0.0970853,0.264655,-0.0966619
VH_M_Skin,VH_M_skin,T-helper,-0.191019,-0.859988,-0.160347
VH_M_Skin,VH_M_skin,T-helper,-0.109492,0.648006,-0.0279996
VH_M_Skin,VH_M_skin,T-helper,0.217741,-0.866683,-0.152051
VH_M_Skin,VH_M_skin,T-helper,-0.0413716,-0.0179725,-0.138809
VH_M_Skin,VH_M_skin,T-helper,-0.118683,-0.0439973,0.109241
VH_M_Skin,VH_M_skin,T-helper,0.0646099,0.692654,-0.0208016
VH_M_Skin,VH_M_skin,T-helper,-0.0746755,-0.197318,0.0736555
VH_M_Skin,VH_M_skin,T-helper,0.103142,-0.590317,-0.0643004
VH_M_Skin,VH_M_skin,T-helper,0.0851318,0.439756,-0.139622
VH_M_Skin,VH_M_skin,T-helper,-0.171192,-0.782576,-0.0722959
VH_M_Skin,VH_M_skin,T-helper,-0.0104807,0.211582,-0.0989636
VH_M_Skin,VH_M_skin,T-helper,0.18676,-0.280783,-0.0689226
VH_M_Skin,VH_M_skin,T-helper,-0.143941,-0.634575,-0.0421925
VH_M_Skin,VH_M_skin,T-helper,-0.0592636,0.334572,0.142079
VH_M_Skin,VH_M_skin,T-helper,-0.084738,0.457381,-0.140787
VH_M_Skin,VH_M_skin,T-helper,0.222566,-0.252053,0.0390702
VH_M_Skin,VH_M_skin,T-helper,0.0737828,-0.28404,-0.0441014
VH_M_Skin,VH_M_skin,T-helper,-0.415916,-0.0215267,0.0292205
VH_M_Skin,VH_M_skin,T-helper,-0.192308,-0.344369,0.0450152
VH_M_Skin,VH_M_skin,T-helper,0.0113227,0.274016,0.148992
VH_M_Skin,VH_M_skin,T-helper,0.186742,-0.458007,0.0226421
VH_M_Skin,VH_M_skin,T-helper,-0.335548,0.283202,-0.0237899
VH_M_Skin,VH_M_skin,T-helper,-0.393254,0.162164,-0.020395
VH_M_Skin,VH_M_skin,T-helper,-0.173318,0.0942746,0.0413268
VH_M_Skin,VH_M_skin,T-helper,-0.0678107,0.552578,0.0832636
VH_M_Skin,VH_M_skin,T-helper,0.23174,0.437471,-0.0882313
VH_M_Skin,VH_M_skin,T-helper,-0.230772,-0.692146,-0.0772751
VH_M_Skin,VH_M_skin,T-helper,-0.0353105,0.175206,-0.10318
VH_M_Skin,VH_M_skin,T-helper,0.164829,0.393111,0.0669384
VH_M_Skin,VH_M_skin,T-helper,-0.426638,0.0279086,-0.00433683
VH_M_Skin,VH_M_skin,T-helper,-0.00547126,0.670681,-0.0899573
VH_M_Skin,VH_M_skin,T-helper,0.194615,-0.49711,-0.118591
VH_M_Skin,VH_M_skin,T-helper,0.088848,-0.328285,-0.0549718
VH_M_Skin,VH_M_skin,T-helper,-0.326031,0.246358,0.0211001
VH_M_Skin,VH_M_skin,T-helper,-0.236624,-0.89918,0.0574798
VH_M_Skin,VH_M_skin,T-helper,0.0581671,0.473675,-0.137207
VH_M_Skin,VH_M_skin,T-helper,-0.146037,0.14648,0.078758
VH_M_Skin,VH_M_skin,T-helper,0.429065,0.0389222,0.0195756
VH_M_Skin,VH_M_skin,T-helper,-0.042024,0.895612,0.0427231
VH_M_Skin,VH_M_skin,T-helper,-0.0216331,0.313387,-0.121283
VH_M_Skin,VH_M_skin,T-helper,-0.23237,0.290443,-0.0258729
VH_M_Skin,VH_M_skin,T-helper,0.143505,0.325702,0.0853438
VH_M_Skin,VH_M_skin,T-helper,0.237015,0.391954,-0.0876025
VH_M_Skin,VH_M_skin,T-helper,-0.0917296,-0.433574,-0.0674715
VH_M_Skin,VH_M_skin,T-helper,-0.207454,-0.344773,0.00732585
VH_M_Skin,VH_M_skin,T-helper,0.0741205,0.818875,0.0544374
VH_M_Skin,VH_M_skin,T-helper,-0.234249,-0.803771,-0.0649513
VH_M_Skin,VH_M_skin,T-helper,-0.214265,0.595181,0.000185785
VH_M_Skin,VH_M_skin,T-helper,0.0907497,0.0798217,0.11836
VH_M_Skin,VH_M_skin,T-helper,-0.040498,0.625069,0.04675
VH_M_Skin,VH_M_skin,T-helper,0.165387,0.373587,-0.0789469
VH_M_Skin,VH_M_skin,T-helper,-0.240814,0.311354,-0.0611682
VH_M_Skin,VH_M_skin,T-helper,-0.0253375,0.369513,0.143221
VH_M_Skin,VH_M_skin,T-helper,-0.182992,-0.546396,0.00102192
VH_M_Skin,VH_M_skin,T-helper,-0.17034,0.406148,-0.0533895
VH_M_Skin,VH_M_skin,T-helper,0.229367,-0.209805,0.0173064
VH_M_Skin,VH_M_skin,T-helper,-0.090679,-0.186756,0.0893234
VH_M_Skin,VH_M_skin,T-helper,-0.163852,0.629584,-0.0193543
VH_M_Skin,VH_M_skin,T-helper,0.0794306,0.285333,-0.108607
VH_M_Skin,VH_M_skin,T-helper,0.0611257,0.717485,0.0113434
VH_M_Skin,VH_M_skin,T-helper,0.0497591,0.579379,0.0715243
VH_M_Skin,VH_M_skin,T-helper,-0.162192,-0.86807,-0.104297
VH_M_Skin,VH_M_skin,T-helper,0.19163,-0.577136,-0.00704951
VH_M_Skin,VH_M_skin,T-helper,0.152456,-0.659604,-0.0480562
VH_M_Skin,VH_M_skin,T-helper,-0.476619,-0.031015,0.033544
VH_M_Skin,VH_M_skin,T-helper,0.0262978,-0.0927293,-0.0546089
VH_M_Skin,VH_M_skin,T-helper,-0.400329,0.0251185,0.0191472
VH_M_Skin,VH_M_skin,T-helper,-0.00123382,0.744361,0.122408
VH_M_Skin,VH_M_skin,T-helper,0.21129,-0.373959,-0.00994223
VH_M_Skin,VH_M_skin,T-helper,0.145564,-0.332753,-0.0738286
VH_M_Skin,VH_M_skin,T-helper,0.151625,0.0547779,0.0935672
VH_M_Skin,VH_M_skin,T-helper,-0.187748,-0.0975356,-0.0845889
VH_M_Skin,VH_M_skin,T-helper,0.231341,-0.715303,-0.0874565
VH_M_Skin,VH_M_skin,T-helper,0.0430144,0.651355,0.0315627
VH_M_Skin,VH_M_skin,T-helper,0.245772,0.54246,-0.0243817
VH_M_Skin,VH_M_skin,T-helper,-0.102182,-0.596884,-0.114206
VH_M_Skin,VH_M_skin,T-helper,0.0883149,-0.453382,-0.0357911
VH_M_Skin,VH_M_skin,T-helper,-0.108254,0.629322,0.00889886
VH_M_Skin,VH_M_skin,T-helper,0.230544,0.553077,-0.0648242
VH_M_Skin,VH_M_skin,T-helper,0.160126,0.198686,-0.0042771
VH_M_Skin,VH_M_skin,T-helper,-0.206447,0.412403,0.0338406
VH_M_Skin,VH_M_skin,T-helper,-0.0428064,0.700928,-0.0729743
VH_M_Skin,VH_M_skin,T-helper,0.132964,-0.153029,0.105497
VH_M_Skin,VH_M_skin,T-helper,0.0408027,0.71411,-0.0727056
VH_M_Skin,VH_M_skin,T-helper,0.145506,0.0223101,-0.115627
VH_M_Skin,VH_M_skin,T-helper,-0.111149,-0.542152,-0.0314426
VH_M_Skin,VH_M_skin,T-helper,-0.0678491,0.0495019,0.120543
VH_M_Skin,VH_M_skin,T-helper,-0.203569,-0.420662,-0.0751599
VH_M_Skin,VH_M_skin,T-helper,0.272018,0.434108,-0.0650654
VH_M_Skin,VH_M_skin,T-helper,0.219355,-0.24346,-0.0232213
VH_M_Skin,VH_M_skin,T-helper,0.16465,-0.28284,0.0840662
VH_M_Skin,VH_M_skin,T-helper,-0.204339,-0.0987672,-0.067571
VH_M_Skin,VH_M_skin,T-helper,0.335917,0.189844,0.0151538
VH_M_Skin,VH_M_skin,T-helper,0.0542442,-0.00811984,-0.148809
VH_M_Skin,VH_M_skin,T-helper,-0.0270059,0.625806,-0.101496
VH_M_Skin,VH_M_skin,T-helper,0.206744,-0.737384,-0.129027
VH_M_Skin,VH_M_skin,T-helper,0.0762564,-0.257156,-0.0607662
VH_M_Skin,VH_M_skin,T-helper,0.000269652,0.17062,-0.100178
VH_M_Skin,VH_M_skin,T-helper,-0.0694444,-0.235873,0.0543054
VH_M_Skin,VH_M_skin,T-helper,-0.342331,0.186402,-0.0524364
VH_M_Skin,VH_M_skin,T-helper,-0.170945,-0.71277,-0.0538157
VH_M_Skin,VH_M_skin,T-helper,0.237309,-0.883931,-0.111001
VH_M_Skin,VH_M_skin,T-helper,0.383674,0.110485,0.0177875
VH_M_Skin,VH_M_skin,T-helper,-0.1872,-0.851515,-0.0146798
VH_M_Skin,VH_M_skin,T-helper,0.114529,-0.541058,-0.0268967
VH_M_Skin,VH_M_skin,T-helper,-0.172831,-0.322826,0.071678
VH_M_Skin,VH_M_skin,T-helper,-0.0129551,0.685996,0.0725744
VH_M_Skin,VH_M_skin,T-helper,0.20779,-0.325715,-0.0355053
VH_M_Skin,VH_M_skin,T-helper,0.389879,0.161131,-0.0245688
VH_M_Skin,VH_M_skin,T-helper,-0.177449,0.453296,0.0346085
VH_M_Skin,VH_M_skin,T-helper,0.213611,-0.406727,-0.0434241
VH_M_Skin,VH_M_skin,T-helper,-0.0867125,0.042127,0.111823
VH_M_Skin,VH_M_skin,T-helper,0.220375,-0.252691,0.0474102
VH_M_Skin,VH_M_skin,T-helper,-0.055922,0.828414,0.0935209
VH_M_Skin,VH_M_skin,T-helper,0.248348,0.428001,-0.0862635
VH_M_Skin,VH_M_skin,T-helper,-0.49198,-0.0412182,0.0448192
VH_M_Skin,VH_M_skin,T-helper,-0.0168573,-0.0939529,-0.00126277
VH_M_Skin,VH_M_skin,T-helper,0.086844,0.222447,0.133809
VH_M_Skin,VH_M_skin,T-helper,0.183617,-0.77578,-0.141273
VH_M_Skin,VH_M_skin,T-helper,0.223797,-0.505659,-0.0766284
VH_M_Skin,VH_M_skin,T-helper,-0.109584,0.417097,-0.136921
VH_M_Skin,VH_M_skin,T-helper,-0.186424,-0.424074,0.0405202
VH_M_Skin,VH_M_skin,T-helper,0.0172347,-0.0967171,-0.0183286
VH_M_Skin,VH_M_skin,T-helper,-0.450938,-0.0228326,0.0285531
VH_M_Skin,VH_M_skin,T-helper,-0.0189907,0.689767,0.0862778
VH_M_Skin,VH_M_skin,T-helper,-0.208459,-0.895984,-0.117961
VH_M_Skin,VH_M_skin,T-helper,-0.20671,-0.370661,-0.00980984
VH_M_Skin,VH_M_skin,T-helper,-0.166401,-0.713659,-0.0587242
VH_M_Skin,VH_M_skin,T-helper,0.132582,-0.520553,-0.00538412
VH_M_Skin,VH_M_skin,T-helper,0.139603,-0.0196651,-0.11952
VH_M_Skin,VH_M_skin,T-helper,0.147518,0.21509,-0.0441209
VH_M_Skin,VH_M_skin,T-helper,-0.132669,0.633846,-0.00631003
VH_M_Skin,VH_M_skin,T-helper,0.00560111,0.911956,0.0356782
VH_M_Skin,VH_M_skin,T-helper,-0.261416,0.261036,0.00865689
VH_M_Skin,VH_M_skin,T-helper,-0.21377,-0.433552,-0.0404861
VH_M_Skin,VH_M_skin,T-helper,0.231195,-0.70991,-0.0851652
VH_M_Skin,VH_M_skin,T-helper,-0.0406804,0.0468096,-0.14736
VH_M_Skin,VH_M_skin,T-helper,0.176049,-0.888672,-0.109289
VH_M_Skin,VH_M_skin,T-helper,-0.407561,0.122512,-0.0261178
VH_M_Skin,VH_M_skin,T-helper,0.0891737,-0.153989,-0.0933008
VH_M_Skin,VH_M_skin,T-helper,-0.161234,0.102592,0.0698211
VH_M_Skin,VH_M_skin,T-helper,0.022229,-0.0879752,0.0568124
VH_M_Skin,VH_M_skin,T-helper,-0.13562,-0.658662,-0.0698263
