,dataset,folder,cell_type
60,v1_annotation_l1.csv,Lung_Azimuth,Lipofibroblast
60,v1_annotation_l1.csv,Lung_Azimuth,Lymphatic
60,v1_annotation_l1.csv,Lung_Azimuth,Mesothelial
60,v1_annotation_l1.csv,Lung_Azimuth,Mucous
60,v1_annotation_l1.csv,Lung_Azimuth,Myofibroblast
60,v1_annotation_l1.csv,Lung_Azimuth,Natural Killer T
60,v1_annotation_l1.csv,Lung_Azimuth,Neuroendocrine
60,v1_annotation_l1.csv,Lung_Azimuth,Plasma
60,v1_annotation_l1.csv,Lung_Azimuth,Plasmacytoid Dendritic
60,v1_annotation_l1.csv,Lung_Azimuth,Platelet/Megakaryocyte
60,v1_annotation_l1.csv,Lung_Azimuth,Proliferating Macrophage
60,v1_annotation_l1.csv,Lung_Azimuth,Proliferating NK/T
60,v1_annotation_l1.csv,Lung_Azimuth,Serous
61,v1_annotation_l2.csv,Lung_Azimuth,Adventitial Fibroblast
61,v1_annotation_l2.csv,Lung_Azimuth,Basal
61,v1_annotation_l2.csv,Lung_Azimuth,Basophil/Mast 2
61,v1_annotation_l2.csv,Lung_Azimuth,Bronchial Vessel 1
61,v1_annotation_l2.csv,Lung_Azimuth,Bronchial Vessel 2
61,v1_annotation_l2.csv,Lung_Azimuth,Capillary Intermediate 1
61,v1_annotation_l2.csv,Lung_Azimuth,Capillary Intermediate 2
61,v1_annotation_l2.csv,Lung_Azimuth,Differentiating Basal
61,v1_annotation_l2.csv,Lung_Azimuth,EREG+ Dendritic
61,v1_annotation_l2.csv,Lung_Azimuth,Fibromyocyte
61,v1_annotation_l2.csv,Lung_Azimuth,Goblet
61,v1_annotation_l2.csv,Lung_Azimuth,IGSF21+ Dendritic
61,v1_annotation_l2.csv,Lung_Azimuth,Intermediate Monocyte
61,v1_annotation_l2.csv,Lung_Azimuth,Ionocyte
61,v1_annotation_l2.csv,Lung_Azimuth,Lipofibroblast
61,v1_annotation_l2.csv,Lung_Azimuth,Lymphatic
61,v1_annotation_l2.csv,Lung_Azimuth,Mesothelial
61,v1_annotation_l2.csv,Lung_Azimuth,Mucous
61,v1_annotation_l2.csv,Lung_Azimuth,Myeloid Dendritic Type 1
61,v1_annotation_l2.csv,Lung_Azimuth,Myeloid Dendritic Type 2
61,v1_annotation_l2.csv,Lung_Azimuth,Myofibroblast
61,v1_annotation_l2.csv,Lung_Azimuth,Natural Killer T
61,v1_annotation_l2.csv,Lung_Azimuth,Neuroendocrine
61,v1_annotation_l2.csv,Lung_Azimuth,OLR1+ Classical Monocyte
61,v1_annotation_l2.csv,Lung_Azimuth,Plasma
61,v1_annotation_l2.csv,Lung_Azimuth,Plasmacytoid Dendritic
61,v1_annotation_l2.csv,Lung_Azimuth,Platelet/Megakaryocyte
61,v1_annotation_l2.csv,Lung_Azimuth,Proliferating Basal
61,v1_annotation_l2.csv,Lung_Azimuth,Proliferating Macrophage
61,v1_annotation_l2.csv,Lung_Azimuth,Proliferating NK/T
61,v1_annotation_l2.csv,Lung_Azimuth,Proximal Basal
61,v1_annotation_l2.csv,Lung_Azimuth,Proximal Ciliated
61,v1_annotation_l2.csv,Lung_Azimuth,Serous
61,v1_annotation_l2.csv,Lung_Azimuth,TREM2+ Dendritic
61,v1_annotation_l2.csv,Lung_Azimuth,Vascular Smooth Muscle
63,v2_ann_level_3.csv,Lung_Azimuth,Fibromyocytes
63,v2_ann_level_3.csv,Lung_Azimuth,Lymphatic EC differentiating
63,v2_ann_level_3.csv,Lung_Azimuth,Lymphatic EC mature
63,v2_ann_level_3.csv,Lung_Azimuth,Lymphatic EC proliferating
63,v2_ann_level_3.csv,Lung_Azimuth,Myofibroblasts
63,v2_ann_level_3.csv,Lung_Azimuth,None
63,v2_ann_level_3.csv,Lung_Azimuth,Rare
63,v2_ann_level_3.csv,Lung_Azimuth,SM activated stress response
63,v2_ann_level_3.csv,Lung_Azimuth,Submucosal Secretory
64,v2_ann_level_2.csv,Lung_Azimuth,Lymphatic EC
64,v2_ann_level_2.csv,Lung_Azimuth,Mesothelium
64,v2_ann_level_2.csv,Lung_Azimuth,Smooth muscle
64,v2_ann_level_2.csv,Lung_Azimuth,Submucosal Gland
65,v2_ann_level_5.csv,Lung_Azimuth,Alveolar Mφ MT-positive
65,v2_ann_level_5.csv,Lung_Azimuth,Alveolar Mφ proliferating
65,v2_ann_level_5.csv,Lung_Azimuth,Goblet (bronchial)
65,v2_ann_level_5.csv,Lung_Azimuth,Goblet (subsegmental)
65,v2_ann_level_5.csv,Lung_Azimuth,Interstitial Mφ perivascular
65,v2_ann_level_5.csv,Lung_Azimuth,Multiciliated (nasal)
65,v2_ann_level_5.csv,Lung_Azimuth,SMG serous (bronchial)
65,v2_ann_level_5.csv,Lung_Azimuth,SMG serous (nasal)
66,v2_ann_level_4.csv,Lung_Azimuth,Alveolar fibroblasts
66,v2_ann_level_4.csv,Lung_Azimuth,AT2 proliferating
66,v2_ann_level_4.csv,Lung_Azimuth,B cells
66,v2_ann_level_4.csv,Lung_Azimuth,DC1
66,v2_ann_level_4.csv,Lung_Azimuth,Deuterosomal
66,v2_ann_level_4.csv,Lung_Azimuth,Ionocyte
66,v2_ann_level_4.csv,Lung_Azimuth,Migratory DCs
66,v2_ann_level_4.csv,Lung_Azimuth,Neuroendocrine
66,v2_ann_level_4.csv,Lung_Azimuth,Peribronchial fibroblasts
66,v2_ann_level_4.csv,Lung_Azimuth,Pericytes
66,v2_ann_level_4.csv,Lung_Azimuth,Plasma cells
66,v2_ann_level_4.csv,Lung_Azimuth,Plasmacytoid DCs
66,v2_ann_level_4.csv,Lung_Azimuth,SMG duct
66,v2_ann_level_4.csv,Lung_Azimuth,SMG mucous
66,v2_ann_level_4.csv,Lung_Azimuth,SMG serous
66,v2_ann_level_4.csv,Lung_Azimuth,Subpleural fibroblasts
66,v2_ann_level_4.csv,Lung_Azimuth,T cells proliferating
66,v2_ann_level_4.csv,Lung_Azimuth,Transitional Club-AT2
66,v2_ann_level_4.csv,Lung_Azimuth,Tuft
67,v2_ann_finest_level.csv,Lung_Azimuth,Alveolar fibroblasts
67,v2_ann_finest_level.csv,Lung_Azimuth,Alveolar Mφ MT-positive
67,v2_ann_finest_level.csv,Lung_Azimuth,Alveolar Mφ proliferating
67,v2_ann_finest_level.csv,Lung_Azimuth,AT2 proliferating
67,v2_ann_finest_level.csv,Lung_Azimuth,B cells
67,v2_ann_finest_level.csv,Lung_Azimuth,DC1
67,v2_ann_finest_level.csv,Lung_Azimuth,Deuterosomal
67,v2_ann_finest_level.csv,Lung_Azimuth,Fibromyocytes
67,v2_ann_finest_level.csv,Lung_Azimuth,Goblet (bronchial)
67,v2_ann_finest_level.csv,Lung_Azimuth,Goblet (subsegmental)
67,v2_ann_finest_level.csv,Lung_Azimuth,Interstitial Mφ perivascular
67,v2_ann_finest_level.csv,Lung_Azimuth,Ionocyte
67,v2_ann_finest_level.csv,Lung_Azimuth,Lymphatic EC differentiating
67,v2_ann_finest_level.csv,Lung_Azimuth,Lymphatic EC mature
67,v2_ann_finest_level.csv,Lung_Azimuth,Lymphatic EC proliferating
67,v2_ann_finest_level.csv,Lung_Azimuth,Mesothelium
67,v2_ann_finest_level.csv,Lung_Azimuth,Migratory DCs
67,v2_ann_finest_level.csv,Lung_Azimuth,Multiciliated (nasal)
67,v2_ann_finest_level.csv,Lung_Azimuth,Myofibroblasts
67,v2_ann_finest_level.csv,Lung_Azimuth,Neuroendocrine
67,v2_ann_finest_level.csv,Lung_Azimuth,Peribronchial fibroblasts
67,v2_ann_finest_level.csv,Lung_Azimuth,Pericytes
67,v2_ann_finest_level.csv,Lung_Azimuth,Plasma cells
67,v2_ann_finest_level.csv,Lung_Azimuth,Plasmacytoid DCs
67,v2_ann_finest_level.csv,Lung_Azimuth,SM activated stress response
67,v2_ann_finest_level.csv,Lung_Azimuth,SMG duct
67,v2_ann_finest_level.csv,Lung_Azimuth,SMG mucous
67,v2_ann_finest_level.csv,Lung_Azimuth,SMG serous (bronchial)
67,v2_ann_finest_level.csv,Lung_Azimuth,SMG serous (nasal)
67,v2_ann_finest_level.csv,Lung_Azimuth,Smooth muscle
67,v2_ann_finest_level.csv,Lung_Azimuth,Subpleural fibroblasts
67,v2_ann_finest_level.csv,Lung_Azimuth,T cells proliferating
67,v2_ann_finest_level.csv,Lung_Azimuth,Transitional Club-AT2
67,v2_ann_finest_level.csv,Lung_Azimuth,Tuft
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,mesothelial cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,T cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,mast cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,slow muscle cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,fast muscle cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,smooth muscle cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,erythrocyte
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,macrophage
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,tendon cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,"CD4-positive, alpha-beta T cell"
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,"CD8-positive, alpha-beta T cell"
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,pericyte cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,endothelial cell of lymphatic vessel
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,capillary endothelial cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,skeletal muscle satellite stem cell
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,endothelial cell of artery
68,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Rectus_Abdominis_Muscle_CxG_Portal,mature NK T cell
69,10X160-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
69,10X160-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
69,10X160-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
69,10X160-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
69,10X160-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
70,10X159-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Astro
70,10X159-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
70,10X159-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,L5 ET
70,10X159-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
70,10X159-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
70,10X159-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sncg
70,10X159-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
70,10X159-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
71,10X159-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Astro
71,10X159-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
71,10X159-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
71,10X159-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
71,10X159-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sncg
71,10X159-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
71,10X159-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
72,10X160-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
72,10X160-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
72,10X160-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
72,10X160-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
72,10X160-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
73,10X159-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Astro
73,10X159-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
73,10X159-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
73,10X159-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
73,10X159-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sncg
73,10X159-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
73,10X159-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
74,10X160-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
74,10X160-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
74,10X160-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
74,10X160-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
74,10X160-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
75,10X160-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
75,10X160-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
75,10X160-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
75,10X160-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
75,10X160-1.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
76,10X159-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Astro
76,10X159-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
76,10X159-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
76,10X159-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
76,10X159-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
76,10X159-5.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
77,10X159-4.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Astro
77,10X159-4.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
77,10X159-4.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
77,10X159-4.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
77,10X159-4.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sncg
77,10X159-4.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
77,10X159-4.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
78,10X160-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
78,10X160-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
78,10X160-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
78,10X160-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
78,10X160-2.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
79,10X159-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Astro
79,10X159-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
79,10X159-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
79,10X159-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
79,10X159-6.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
80,10X159-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Astro
80,10X159-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
80,10X159-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
80,10X159-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
80,10X159-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
80,10X159-7.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
81,10X160-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Astro
81,10X160-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
81,10X160-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
81,10X160-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
81,10X160-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
81,10X160-3.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
82,10X160-8.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Endo
82,10X160-8.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Micro-PVM
82,10X160-8.csv,Brain_Motor_Cortex_NeMO_Data_Portal,OPC
82,10X160-8.csv,Brain_Motor_Cortex_NeMO_Data_Portal,Sst Chodl
82,10X160-8.csv,Brain_Motor_Cortex_NeMO_Data_Portal,VLMC
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,epithelial cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,melanocyte
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,muscle cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,Langerhans cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,CD4-positive helper T cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,plasma cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,memory B cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,naive B cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,"CD8-positive, alpha-beta cytotoxic T cell"
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,regulatory T cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,"naive thymus-derived CD4-positive, alpha-beta T cell"
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,"CD4-positive, alpha-beta memory T cell"
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,"naive thymus-derived CD8-positive, alpha-beta T cell"
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,CD141-positive myeloid dendritic cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,CD1c-positive myeloid dendritic cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,mast cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,cell of skeletal muscle
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,smooth muscle cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,macrophage
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,T cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,endothelial cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,stromal cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,mature NK T cell
83,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Skin_CxG_Portal,"CD8-positive, alpha-beta memory T cell"
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,smooth muscle cell
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,B cell
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,plasmacytoid dendritic cell
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,mature NK T cell
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,endothelial cell of lymphatic vessel
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,capillary endothelial cell
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,vein endothelial cell
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,pericyte cell
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,mast cell
84,53d208b0-2cfd-4366-9866-c3c6114081bc.csv,Urinary_Bladder_CxG_Portal,myofibroblast cell
85,7f479f74-5a7e-4666-9f0d-3af0b341eb0d.csv,Kidney_CxG_Portal,macrophage
85,7f479f74-5a7e-4666-9f0d-3af0b341eb0d.csv,Kidney_CxG_Portal,kidney granular cell
85,7f479f74-5a7e-4666-9f0d-3af0b341eb0d.csv,Kidney_CxG_Portal,mesangial cell
85,7f479f74-5a7e-4666-9f0d-3af0b341eb0d.csv,Kidney_CxG_Portal,glomerular visceral epithelial cell
85,7f479f74-5a7e-4666-9f0d-3af0b341eb0d.csv,Kidney_CxG_Portal,blood vessel smooth muscle cell
85,7f479f74-5a7e-4666-9f0d-3af0b341eb0d.csv,Kidney_CxG_Portal,kidney interstitial fibroblast
86,dd49aae6-274c-4d8b-9bf6-025627fdf39e.csv,Kidney_CxG_Portal,mesangial cell
86,dd49aae6-274c-4d8b-9bf6-025627fdf39e.csv,Kidney_CxG_Portal,glomerular visceral epithelial cell
86,dd49aae6-274c-4d8b-9bf6-025627fdf39e.csv,Kidney_CxG_Portal,kidney distal convoluted tubule epithelial cell
86,dd49aae6-274c-4d8b-9bf6-025627fdf39e.csv,Kidney_CxG_Portal,kidney loop of Henle thick ascending limb epithelial cell
86,dd49aae6-274c-4d8b-9bf6-025627fdf39e.csv,Kidney_CxG_Portal,kidney collecting duct intercalated cell
87,df4f1358-4a19-44f5-b136-bc7274c29789.csv,Kidney_CxG_Portal,macrophage
87,df4f1358-4a19-44f5-b136-bc7274c29789.csv,Kidney_CxG_Portal,kidney distal convoluted tubule epithelial cell
88,6d62fc4d-052e-4bb4-92ed-55785502a02c.csv,Kidney_CxG_Portal,kidney granular cell
88,6d62fc4d-052e-4bb4-92ed-55785502a02c.csv,Kidney_CxG_Portal,mesangial cell
88,6d62fc4d-052e-4bb4-92ed-55785502a02c.csv,Kidney_CxG_Portal,glomerular visceral epithelial cell
88,6d62fc4d-052e-4bb4-92ed-55785502a02c.csv,Kidney_CxG_Portal,kidney distal convoluted tubule epithelial cell
88,6d62fc4d-052e-4bb4-92ed-55785502a02c.csv,Kidney_CxG_Portal,macula densa epithelial cell
89,0737011b-45a6-49f6-8b5a-b85c35160bac.csv,Kidney_CxG_Portal,macrophage
89,0737011b-45a6-49f6-8b5a-b85c35160bac.csv,Kidney_CxG_Portal,kidney distal convoluted tubule epithelial cell
90,f425376b-bc86-44fd-936f-c43c0c64bf4f.csv,Kidney_CxG_Portal,macrophage
90,f425376b-bc86-44fd-936f-c43c0c64bf4f.csv,Kidney_CxG_Portal,kidney granular cell
90,f425376b-bc86-44fd-936f-c43c0c64bf4f.csv,Kidney_CxG_Portal,mesangial cell
90,f425376b-bc86-44fd-936f-c43c0c64bf4f.csv,Kidney_CxG_Portal,glomerular visceral epithelial cell
91,5c451b91-eb50-47f9-a268-467018a09023.csv,Kidney_CxG_Portal,native cell
91,5c451b91-eb50-47f9-a268-467018a09023.csv,Kidney_CxG_Portal,glomerular visceral epithelial cell
91,5c451b91-eb50-47f9-a268-467018a09023.csv,Kidney_CxG_Portal,blood vessel smooth muscle cell
91,5c451b91-eb50-47f9-a268-467018a09023.csv,Kidney_CxG_Portal,kidney distal convoluted tubule epithelial cell
91,5c451b91-eb50-47f9-a268-467018a09023.csv,Kidney_CxG_Portal,kidney loop of Henle epithelial cell
91,5c451b91-eb50-47f9-a268-467018a09023.csv,Kidney_CxG_Portal,kidney loop of Henle thin descending limb epithelial cell
92,88b7da92-178d-4f27-bc18-b0165b256c67.csv,Kidney_CxG_Portal,mesangial cell
92,88b7da92-178d-4f27-bc18-b0165b256c67.csv,Kidney_CxG_Portal,glomerular visceral epithelial cell
92,88b7da92-178d-4f27-bc18-b0165b256c67.csv,Kidney_CxG_Portal,pericyte cell
92,88b7da92-178d-4f27-bc18-b0165b256c67.csv,Kidney_CxG_Portal,leukocyte
92,88b7da92-178d-4f27-bc18-b0165b256c67.csv,Kidney_CxG_Portal,blood vessel smooth muscle cell
92,88b7da92-178d-4f27-bc18-b0165b256c67.csv,Kidney_CxG_Portal,kidney connecting tubule epithelial cell
92,88b7da92-178d-4f27-bc18-b0165b256c67.csv,Kidney_CxG_Portal,kidney distal convoluted tubule epithelial cell
92,88b7da92-178d-4f27-bc18-b0165b256c67.csv,Kidney_CxG_Portal,kidney collecting duct intercalated cell
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,stromal cell
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,megakaryocyte
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,myeloid cell
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,erythroblast
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,innate lymphoid cell
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,endothelial cell of vascular tree
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,taste receptor cell
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,mesangial cell
93,f7c1c579-2dc0-47e2-ba19-8165c5a0e353.csv,Kidney_CxG_Portal,native cell
94,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e.csv,Kidney_CxG_Portal,macrophage
94,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e.csv,Kidney_CxG_Portal,kidney granular cell
94,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e.csv,Kidney_CxG_Portal,mesangial cell
94,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e.csv,Kidney_CxG_Portal,glomerular visceral epithelial cell
94,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e.csv,Kidney_CxG_Portal,blood vessel smooth muscle cell
94,28ab6eb8-dfa4-4536-9f26-7e06c1b98e8e.csv,Kidney_CxG_Portal,macula densa epithelial cell
95,d98ea49e-b70d-4434-b850-bbe217c9b66e.csv,Kidney_CxG_Portal,kidney distal convoluted tubule epithelial cell
96,6a7c4462-334e-45a4-8aa4-28d3733bbbac.csv,Kidney_CxG_Portal,macrophage
96,6a7c4462-334e-45a4-8aa4-28d3733bbbac.csv,Kidney_CxG_Portal,kidney granular cell
96,6a7c4462-334e-45a4-8aa4-28d3733bbbac.csv,Kidney_CxG_Portal,mesangial cell
96,6a7c4462-334e-45a4-8aa4-28d3733bbbac.csv,Kidney_CxG_Portal,glomerular visceral epithelial cell
96,6a7c4462-334e-45a4-8aa4-28d3733bbbac.csv,Kidney_CxG_Portal,blood vessel smooth muscle cell
